Product/Company,Ad Description1,Classification
Dremel Dog Nail Care,"Dremel Dog Nail Care, Low Prices, Free Shipping & 24/7 Help, Shop Today!",Product Promotion
Pond De-Icing,Keep your pondlife from freezing with de-icers and winterization gear for the entire farm.,Product Promotion
Hartz,"Hartz, Free Shipping & Low Prices, Shop Now!",Product Promotion
Pet Magasin,"Pet Magasin, Low Prices, Free Shipping & 24/7 Support, Shop Today!",Product Promotion
Pet Tracker at Chewy.com,"Pet Tracker at Chewy.com, Low Prices, Free Delivery & 24/7 Help, Shop Now!",Product Promotion
Dog Nail Polish Deals at Chewy,"Dog Nail Polish, Low Prices, Free Shipping & 24/7 Expert Help, Shop Now!",Product Promotion
Top Dog Chews Deals at Chewy,"Top Dog Chews, Low Prices, Free Shipping & 24/7 Support, Shop Now!",Product Promotion
Found My Animal Deals at Chewy,"Found My Animal, Low Prices, Free Shipping & 24/7 Expert Help, Shop Now!",Product Promotion
Nutro Cat Food,"Nutro Cat Food, Low Prices, Free Shipping & 24/7 Advice, Shop Now!",Product Promotion
Optixcare,"Optixcare, Low Prices, Free Shipping & 24/7 Expert Help, Shop Now!",Product Promotion
Shop Supplies for Hunting Dogs,"Shop All Your Pet Supply Needs from 3,000+ Brands. Low Prices, Free 1-2 Day Delivery.",Product Promotion
<dynamically generated based on landing page content>,"35% Off Today and Fast, Free Shipping. Pet Food & Supplies from 3,000+ Brands. Shop Today!",Sales Promotion
OllyDog,"OllyDog, Low Prices, Free Shipping & 24/7 Expert Advice, Shop Now!",Product Promotion
Organic Pet Food at Chewy.com,"Get 35% off Your First Autoship Order, Plus an Extra 25% Off First Orders of Select Food.",Sales Promotion
Chewy CarePlus® Dog Insurance,You have options. So does your pet. Explore CarePlus® wellness & insurance plans today.,Product Promotion
35% Off Cat Houses,Cat Houses at Chewy. 100% Happy Pets Guaranteed. 24/7 Support From Pet Experts. Shop Today,Sales Promotion
Doggy Tales,"Doggy Tales. Low Prices, Free Shipping and 24/7 Support. Shop Now!",Product Promotion
Urinary Dog Food,Shop Popular Prescription Food & Treats from Trusted Brands at Chewy.,Product Promotion
Dog Jerky Treats,"Dog Jerky Treats, Low Prices, Huge Selection of Top Brands, Shop Now!",Product Promotion
Wireless Dog Fences,"Wireless Dog Fences, Low Prices, Free Delivery & 24/7 Live Expert Advice, Shop Now!",Product Promotion
The Honest Kitchen Deals,"The Honest Kitchen, Low Prices, Free Delivery & 24/7 Advice, Shop Today!",Product Promotion
TICKEASE Tick Removal Tweezer Tool - Chewy.com,"35% Off Today and Fast, Free Shipping. Pet Food & Supplies from 3,000+ Brands. Shop Today!
Today's Deals⁩
⁦Prescription Flea & Tick⁩
⁦Connect with a Vet⁩
⁦Create Account",Sales Promotion
35% Off Cat Food & Supplies,"35% Off Pet Food, Treats, Supplies, Low Prices, Free Delivery, Shop Now!",Sales Promotion
Purina DH,"Purina DH, Low Prices & Free Shipping, Shop Now!",Product Promotion
Cat Feeders & Waterers,Cat Feeders & Waterers at Chewy. 100% Happy Pets Guaranteed. Low Prices & Free Delivery!,Product Promotion
Breeze at Chewy,Breeze at Chewy. 100% Happy Pets Guaranteed. 24/7 Support From Pet Experts. Shop Today!,Product Promotion
Bone Dry Pet Products,"Bone Dry Pet Products. Low Prices, Free Shipping and 24/7 Support. Shop Now!",Product Promotion
35% Off Dog Car Seat Covers,Dog Car Seat Covers at Chewy. 100% Happy Pets Guaranteed. Low Prices & Free Delivery!,Sales Promotion
Pro Plan Bright Mind Dog Food,"Pro Plan Bright Mind Dog Food, Low Prices & Free Delivery, Shop Now!",Product Promotion
Pet Medical Coverage by Chewy,"Protect your pet with wellness & insurance plans at Chewy. Rx coverage, no payout limits!",Service Promotion
MetroVac Pet Dryer,"MetroVac Pet Dryer, Low Prices, Free Shipping & 24/7 Advice, Shop Today!",Product Promotion
Chewy Pet Insurance,Sign the whole pack up for any CarePlus® multi-pet plan & save 10% on your monthly rate.,Sales Promotion
Isle of Dogs,"Isle of Dogs, Free Shipping & Low Prices, Shop Now!",Product Promotion
Fish Dog Food,"Fish Dog Food, Low Prices & Free Shipping, Shop Now!",Product Promotion
<dynamically generated based on landing page content>,"35% Off Today and Fast, Free Shipping. Pet Food & Supplies from 3,000+ Brands. Shop Today!",Sales Promotion
Cheristin at Chewy,"Cheristin at Chewy, ﻿Low Prices, Free Delivery & 24/7 Help, Shop Now!",Product Promotion
Meow Mix at Chewy,"Meow Mix at Chewy, ﻿Low Prices, Free Delivery & 24/7 Help, Shop Now!",Product Promotion
WALKABOUT,"WALKABOUT. Low Prices, Free Shipping and 24/7 Support. Shop Now!",Product Promotion
Pet Medical Coverage by Chewy,"Protect your pet with wellness & insurance plans at Chewy. Rx coverage, no payout limits!",Product Promotion
Chewy CarePlus® Dog Insurance,You have options. So does your pet. Explore CarePlus® wellness & insurance plans today.,Product Promotion
PetSafe at Chewy,"PetSafe at Chewy, ﻿Low Prices, Free Delivery & 24/7 Help, Shop Now!",Product Promotion
Tidy Cats at Chewy,"Tidy Cats at Chewy, ﻿Low Prices, Free Delivery & 24/7 Help, Shop Now!",Product Promotion
Mobile Dog Gear,"Mobile Dog Gear, Free Delivery & Low Prices, Shop Now!",Product Promotion
Pedigree at Chewy,"Pedigree at Chewy, ﻿Low Prices, Free Delivery & 24/7 Help, Shop Now!",Product Promotion
Fresh News Cat Litter at Chewy,"Fresh News Cat Litter, Low Prices, Free Delivery & 24/7 Advice, Buy Now!",Product Promotion
Brown's Bird Supplies at Chewy,"Brown's Bird Supplies, Low Prices, Free Shipping & 24/7 Advice, Buy Now!",Product Promotion
Dog Toothpaste,Dog Toothpaste at Chewy. 100% Happy Pets Guaranteed. Low Prices & Free Delivery. Shop Now!,Product Promotion
American Journey Cat Food,"American Journey Cat Food, Recommended By 96% of Chewy Customers, Fuel Their Journey.",Brand awareness
Pet Toys Deals at Chewy,"Pet Toys at Chewy, Free Shipping, Low Prices, 24/7 Expert Help, Shop Now!",Product Promotion
Pooch Selfie Deals at Chewy,"Pooch Selfie, Low Prices, Free Shipping & 24/7 Advice, Shop Today!",Product Promotion
YouTheFan,"YouTheFan. Low Prices, Free Shipping and 24/7 Support. Shop Now!",Product Promotion
Dog Houses,Dog Houses at Chewy. 100% Happy Pets Guaranteed. 24/7 Support From Pet Experts. Shop Today,Product Promotion
SmartBones at Chewy,"SmartBones at Chewy, ﻿Low Prices, Free Delivery & 24/7 Help, Shop Now!",Product Promotion
Royal Canin HP Dog Food,"Royal Canin Hypoallergenic, Low Prices & Free Shipping, Shop Now!",Product Promotion
MalAcetic,"MalAcetic, Free Shipping & Low Prices, Shop Now!",Sales Promotion
Royal Canin at Chewy.com,"Royal Canin Pet Supplies, Low Prices & Free Shipping, Shop Now!",Product Promotion
Tiny Tiger Cat Food at Chewy,"Tiny Tiger Cat Food, Low Prices & Fast, Free Shipping, Shop Now!",Product Promotion
Fancy Feast at Chewy,Fancy Feast at Chewy. 100% Happy Pets Guaranteed. Low Prices & Free Delivery. Shop Today!,Product Promotion
Purina Gentle Snackers,"Purina Gentle Snackers, Low Prices, Free Shipping & 24/7 Help, Shop Now!",Product Promotion
Arm & Hammer at Chewy - Low Prices & Free Delivery,"Arm & Hammer at Chewy. 100% Happy Pets Guaranteed. 24/7 Support From Pet Experts. Shop Now Call or Chat 24/7 for Expert Pet Support. Low Prices, Fast, Free...",Product Promotion
Non-Clumping Cat Litter,"Cat Litter, Low Prices, Free Shipping and 24/7 Advice, Shop Today!",Product Promotion
Dog Toys Deals,Clearance Dog Toys - Big Markdowns for a Limited Time. Fast & Free Shipping!,Sales Promotion
Cat Window Perches,Cat Window Perches at Chewy. 100% Happy Pets Guaranteed. Low Prices & Free Delivery!,Product Promotion
5% Off Dog Food at Chewy.com®,Free Shipping on Dog Food Plus 5% Off All Repeat Deliveries with Autoship,Sales Promotion
Vision Bird Cages at Chewy.com,"Vision Bird Cages, Low Prices, Free Shipping and 24/7 Support, Shop Now!",Product Promotion
Bil-Jac at Chewy,Bil-Jac at Chewy. 100% Happy Pets Guaranteed. 24/7 Support From Pet Experts. Shop Today!,Product Promotion
Dog Grooming Service,Dog Grooming Service at Chewy. 100% Happy Pets Guaranteed. Low Prices & Free Shipping!,Service promotion
PetMD® Official Site - Vet-Written and Vet-Reviewed,PetMD is Your Go-To Source For Reliable Pet Health and Pet Care Information. Learn More! Expert Advice from Credible Vets w/ the Most Up to Date Info for Keeping Your Pet Healthy.,Brand awareness
<dynamically generated based on landing page content>,"35% Off Today and Fast, Free Shipping. Pet Food & Supplies from 3,000+ Brands. Shop Today!",Sales Promotion
Low Glycemic Cat Food at Chewy,"Low Glycemic Cat Food, Low Prices, Free Shipping & 24/7 Advice, Buy Now!",Product Promotion
Sheba at Chewy,"Sheba at Chewy, ﻿Low Prices, Free Delivery & 24/7 Help, Shop Now!",Product Promotion
BLUE Buffalo Kitten Food,"BLUE Buffalo Kitten Food, Low Prices & Free Delivery, Shop Now!",Product Promotion
Cat Furniture Deals,Cat Furniture Deals - Big Markdowns for a Limited Time. Fast & Free Delivery!,Sales Promotion
Litter Genie at Chewy,"Litter Genie at Chewy, ﻿Low Prices, Free Delivery & 24/7 Help, Shop Now!",Product Promotion
JustFoodForDogs Treats,"Tasty Treats Your Dog will Sit, Stay, and Beg for.",Product Promotion
DVM Pet Products at Chewy.com,"DVM, Low Prices, Free Shipping and 24/7 Expert Advice, Shop Today!",Product Promotion
Project Paws,"Project Paws, Low Prices, Free Shipping & 24/7 Advice, Shop Now!",Product Promotion
Dog Clippers - Low Prices & Free Delivery,Dog Clippers at Chewy. 100% Happy Pets Guaranteed. 24/7 Support From Pet Experts. Shop Now,Product Promotion
Benebone at Chewy,"Benebone at Chewy, ﻿Low Prices, Free Delivery & 24/7 Help, Shop Now!",Product Promotion
Chewy Pet Insurance - Nose to Tail Coverage,"Protect your pets with wellness & insurance plans at Chewy. Rx coverage, no payout limits!",Product Promotion
Pooper Scooper - 24/7 Support From Pet Experts,"Pooper Scooper at Chewy. 100% Happy Pets Guaranteed. Low Prices & Free Delivery. Shop Now! Call or Chat 24/7 for Expert Pet Support. Low Prices, Fast, Free Delivery. Shop Now! Free Returns. Low Prices. Helping 18,000+ Shelters.
50% Off Select Dog Food⁩
⁦Today's Deals⁩
⁦New Pet Parents?⁩
⁦New Fresh Food Finder⁩
⁦Connect with a Vet⁩
⁦Chewy Gift Cards⁩
⁦CarePlus™ By Chewy",Product Promotion
Chewy CarePlus® Dog Insurance - Find Plans Fit for Your Budget,"You have options. So does your pet. Explore CarePlus® wellness & insurance plans today. Rest easy knowing CarePlus® by Chewy covers up to 90% of pet medical...
Pet Insurance From $30⁩
⁦New Pet Dental Options⁩
⁦Pet Insurance By Chewy⁩
⁦Pet Insurance 101",Product Promotion
<dynamically generated based on landing page content>,"35% Off Today and Fast, Free Shipping. Pet Food & Supplies from 3,000+ Brands. Shop Today!",Sales Promotion
Our Name is Mud Deals at Chewy,"Our Name is Mud, Low Prices, Free Shipping & 24/7 Expert Help, Shop Now!",Product Promotion
Dr. Tims Dog Food at Chewy.com,"Chewy.com, Where Pet Lovers Shop. 2,000+ Brands In Stock & 24/7 Expert Support, Shop Now!",Brand awareness
Zymox at Chewy,Zymox at Chewy. 100% Happy Pets Guaranteed. 24/7 Support From Pet Experts. Shop Today!,Service promotion
Low Prices & Free Shipping,"Cat Litter Acessories: Low Prices on Litter Boxes, Mats, Cleaners & More | Chewy",Product Promotion
Aquarium Pumps Deals at Chewy - Low Prices and Free Shipping.,"Aquarium Pumps, Low Prices, Free Shipping & 24/7 Advice, Shop Now! 24/7 Customer...",Product Promotion
Purina NF Dog Food,"Purina NF Dog Food. Low Prices & Free Delivery, Shop Now!",Product Promotion
Feline Pine at Chewy - Low Prices and Free Delivery.,"Feline Pine at Chewy, ﻿Low Prices, Free Delivery & 24/7 Help, Shop Now! Call or Chat 24/7 for Expert Pet...",Product Promotion
Cat Dewormer,Cat Dewormer at Chewy. 100% Happy Pets Guaranteed. Low Prices & Free Delivery. Shop Today!,Product Promotion
Dog Sweaters & Coats,"Dog Sweaters, Low Prices, Free Delivery & 24/7 Expert Help, Shop Now!",Product Promotion
Scoop Away at Chewy,Scoop Away at Chewy. 100% Happy Pets Guaranteed. 24/7 Support From Pet Experts. Shop Today,Product Promotion
35% Off Cat Food & Supplies,"35% Off Pet Food, Treats, Supplies, Low Prices, Free Delivery, Shop Now!",Sales Promotion
Best Dog Treats at Chewy.com - Fresh takes on spring faves,"Set up Autoship and get all their essentials delivered to your door on your schedule. Chewy.com, Where Pet Lovers Shop. Explore 3,000+ Top Brands at Amazing Prices. Low Prices.",Product Promotion
50% Off 1st Autoship Order - Cat Treats at Chewy.com,"Chewy.com, Where Cat Lovers Shop. Explore 3,000+ Top Brands at Amazing Prices. Springtime fun is in full bloom. Stock up on toys, treats and more today. Free Delivery.
‎⁩⁦Today's Deals⁩ · ⁩⁦‎⁩⁦Create Account",Sales Promotion
Low Prices & Free Shipping - 50% Off 1st Autoship Order,"Chewy.com, Where Cat Lovers Shop. Explore 3,000+ Top Brands at Amazing Prices. Springtime fun is in full bloom. Stock up on toys, treats and more today.
Today's Deals⁩
⁦Prescription Flea & Tick⁩
⁦Create Account⁩
⁦New: Wet Food Small Packs",Product Promotion
50% Off 1st Autoship Order - Low Prices & Free Shipping,"Chewy.com, Where Pet Lovers Shop. Explore 3,000+ Top Brands at Amazing Prices. Springtime fun is in full bloom.",Sales Promotion
Dog Food at Chewy.com - 50% Off 1st Autoship Order,"Chewy.com, Where Pet Lovers Shop. Explore 3,000+ Top Brands at Amazing Prices. Springtime fun is in full bloom. Stock up on toys, treats and more today. Low Prices.",Sales Promotion
Cat Food at Chewy.com - Low Prices & Free Shipping,"Chewy.com, Where Cat Lovers Shop. Explore 3,000+ Top Brands at Amazing Prices. Springtime fun is in...",Brand Awareness
Best Dog Treats at Chewy.com - High Quality Treats at Chewy,"Set up Autoship and get all their essentials delivered to your door on your schedule. Chewy.com, Where Pet Lovers...",Service promotion
"Best Cat Food: Top Brands, Low Prices | Chewy","50% Off Today and Free 1-2 Day Delivery. Cat Food & Supplies at Your Door Step. Chewy.com, Where Pet Lovers Shop. 3,000+ Brands In Stock & 24/7 Expert...",Sales Promotion
"BIO-GROOM Econo Groom Tearless Dog Shampoo, 2.5-gallon jug","50% Off Today and Fast, Free Delivery. Pet Food & Supplies from 3,000+ Brands. Shop Today! Low Prices.",Sales Promotion
EVANGER'S Organics Cooked Chicken Grain-Free Canned Dog Food,"50% Off Today and Fast, Free Delivery. Pet Food & Supplies from 3,000+ Brands. Shop Today! Satisfaction Guarantee. Low Prices. Free 365-Day Returns.
Today's Deals⁩
⁦Prescription Flea & Tick⁩
⁦Connect with a Vet⁩
⁦Create Account",Sales Promotion
Purina Pro Plan Dog Food,"The best food at every price, from kibble to fresh meals and toppers, all in one place.",Product Promotion
Purina Pro Plan Focus Dog Food,"The best food at every price, from kibble to fresh meals and toppers, all in one place.",Product Promotion
Rabbit Dog Food,Rabbit Dog Food. 50% Off Today & Free Delivery.,Sales Promotion
Purina Pro Plan Deals at Chewy,"The best food at every price, from kibble to fresh meals and toppers, all in one place.",Product Promotion
Pedigree Dog Food,"Pedigree Dog Food, Low Prices, Free Delivery and 24/7 Support, Shop Now!",Product Promotion
Purina ONE,"Shop all the best pet food brands at every price for happy, healthy pets.",Product Promotion
PET NATURALS Busybutter Calming Peanut Butter Stress & Anxiety,"50% Off Today, Fast and Free Delivery, 100% Happy Pets Guaranteed & 24/7 Support. Shop Now Low Prices. 24/7 Customer Service. Free 365-Day Returns. Satisfaction Guarantee.",Sales Promotion
Cesar Dog Food,"The best food at every price, from kibble to fresh meals and toppers, all in one place.",Product Promotion
Purina ONE Cat Food,"Purina ONE Cat Food. ﻿Low Prices, Free Delivery & 24/7 Help. Shop Now!",Product Promotion
Skout's Honor Deals at Chewy,"Skout's Honor, Low Prices, Free Delivery & 24/7 Support, Shop Now!",Product Promotion
Wagner's Bird Food,"Wagner's Bird Food, Low Prices, Free Delivery & 24/7 Advice, Shop Today!",Product Promotion
Natural Dog Food at Chewy.com,"50% Off Today & Free Delivery. Get All Your Pet's Favorites in One Place, Shop Now!",Sales Promotion
RX VITAMINS Phos-Bind Kidney Support Dog & Cat Supplement,"50% Off Today, Fast and Free Delivery, 100% Happy Pets Guaranteed & 24/7 Support. Shop Now Chewy.com, Where Pet Lovers Shop. 3,000...
Today's Deals⁩
⁦Prescription Flea & Tick⁩
⁦Connect with a Vet⁩
⁦Create Account",Sales Promotion
Dog Chews at Chewy.com,Dog Chews at Chewy.com. 50% Off Today & Free Delivery.,Sales Promotion
Cockatoo Food,"Cockatoo Food, Low Prices, Free Delivery & 24/7 Expert Help, Shop Now!",Product Promotion
BLUE Buffalo Wilderness Deals,"Shop all the best pet food brands at every price for happy, healthy pets.",Brand awareness
Nutro Ultra Dog Food,"Nutro Ultra Dog Food. ﻿Low Prices, Free Delivery & 24/7 Help. Shop Now!",Product Promotion
Fresh Dog Food - 50% Off Your First Autoship,Fresh Dog Food. 50% Off Today & Free Delivery. Save on Your 1st Autoship & Get All Your Pet's Faves ...,Sales Promotion
Cat Litter Boxes At Chewy,Cat Litter Boxes At Chewy. 50% Off Today & Free Delivery.,Sales Promotion
Healthy Dog Food,"50% Off Today & Free Delivery. Get All Your Pet's Favorites in One Place, Shop Now!",Sales Promotion
Zymox Pet Products,"Zymox Pet Products, Low Prices & Free Delivery, Shop Now!",Product Promotion
Purina Hypoallergenic Cat Food,"Purina Hypoallergenic Cat Food, Low Prices & Free Shipping, Shop Now!",Product Promotion
Dog Bones & Chews,Dog Bones & Chews. 50% Off Today & Free Delivery.,Sales Promotion
